text,station,measurand,calculation,representation
"Erstelle mir eine Liste für den Durchschnitt der Ozon Werte von DEBW052 für die letzten 5 Jahre.",DEBW052,Ozon,Durchschnitt,Liste
"Erstelle mir eine Liste für den Durchschnitt der pm10 Werte von DEBW052 für die letzten 5 Jahre.",DEBW052,pm10,Durchschnitt,Liste
"Erstelle mir eine Liste für den Durchschnitt der pm25k Werte von DEBW052 für die letzten 5 Jahre.",DEBW052,pm25k,Durchschnitt,Liste
"Erstelle mir eine Liste für den Durchschnitt der luqx Werte von Konstanz für die letzten 5 Jahre.",Konstanz,luqx,Durchschnitt,Liste
"Erstelle mir eine Tabelle für den Durchschnitt der Luftqualitätsindex Werte von Konstanz für die letzten 5 Jahre.",Konstanz,Luftqualitätsindex,Durchschnitt,Tabelle
"Erstelle mir eine Liste für den Durchschnitt der Luftqualitätsindex Werte von Konstanz für die letzten 5 Jahre.",Konstanz,Luftqualitätsindex,Durchschnitt,Liste
"Erstelle mir eine Tabelle für den Durchschnitt der Stickstoffdioxid Werte von Konstanz für die letzten 5 Jahre.",Konstanz,Stickstoffdioxid,Durchschnitt,Tabelle
"Erstelle mir eine Liste für den Durchschnitt der o3 Werte von Konstanz für die letzten 5 Jahre.",Konstanz,o3,Durchschnitt,Liste
"Erstelle mir eine Tabelle für den Durchschnitt der Ozon Werte von Konstanz für die letzten 5 Jahre.",Konstanz,Ozon,Durchschnitt,Tabelle
"Erstelle mir eine Liste für den Durchschnitt der Ozon Werte von Konstanz für die letzten 5 Jahre.",Konstanz,Ozon,Durchschnitt,Liste
"Erstelle mir eine Tabelle für den Durchschnitt der pm10 Werte von Konstanz für die letzten 5 Jahre.",Konstanz,pm10,Durchschnitt,Tabelle
"Erstelle mir eine Liste für den Durchschnitt der pm10 Werte von Konstanz für die letzten 5 Jahre.",Konstanz,pm10,Durchschnitt,Liste
"Erstelle mir eine Liste für den Durchschnitt der luqx Werte von DEBW120 für die letzten 5 Jahre.",DEBW120,luqx,Durchschnitt,Liste
"Erstelle mir eine Tabelle für den Durchschnitt der Stickstoffdioxid Werte von DEBW120 für die letzten 5 Jahre.",DEBW120,Stickstoffdioxid,Durchschnitt,Tabelle
"Erstelle mir eine Liste für den Durchschnitt der Ozon Werte von DEBW120 für die letzten 5 Jahre.",DEBW120,Ozon,Durchschnitt,Liste
"Erstelle mir eine Tabelle für den Durchschnitt der pm10 Werte von DEBW120 für die letzten 5 Jahre.",DEBW120,pm10,Durchschnitt,Tabelle
"Erstelle mir eine Liste für den Durchschnitt der pm10 Werte von DEBW120 für die letzten 5 Jahre.",DEBW120,pm10,Durchschnitt,Liste
"Erstelle mir eine Liste für den Durchschnitt der pm25k Werte von DEBW120 für die letzten 5 Jahre.",DEBW120,pm25k,Durchschnitt,Liste
"Erstelle mir eine Tabelle für den Durchschnitt der luqx Werte von Leonberg Grabenstraße für die letzten 5 Jahre.",Leonberg Grabenstraße,luqx,Durchschnitt,Tabelle
"Erstelle mir eine Liste für den Durchschnitt der Luftqualitätsindex Werte von Leonberg Grabenstraße für die letzten 5 Jahre.",Leonberg Grabenstraße,Luftqualitätsindex,Durchschnitt,Liste
"Erstelle mir eine Liste für den Durchschnitt der o3 Werte von Leonberg Grabenstraße für die letzten 5 Jahre.",Leonberg Grabenstraße,o3,Durchschnitt,Liste
"Erstelle mir eine Liste für den Durchschnitt der Ozon Werte von Leonberg Grabenstraße für die letzten 5 Jahre.",Leonberg Grabenstraße,Ozon,Durchschnitt,Liste
"Erstelle mir eine Tabelle für den Durchschnitt der luqx Werte von DEBW024 für die letzten 5 Jahre.",DEBW024,luqx,Durchschnitt,Tabelle
"Erstelle mir eine Tabelle für den Durchschnitt der Luftqualitätsindex Werte von DEBW024 für die letzten 5 Jahre.",DEBW024,Luftqualitätsindex,Durchschnitt,Tabelle
"Erstelle mir eine Liste für den Durchschnitt der no2 Werte von DEBW024 für die letzten 5 Jahre.",DEBW024,no2,Durchschnitt,Liste
"Erstelle mir eine Tabelle für den Durchschnitt der Stickstoffdioxid Werte von DEBW024 für die letzten 5 Jahre.",DEBW024,Stickstoffdioxid,Durchschnitt,Tabelle
"Erstelle mir eine Liste für den Durchschnitt der Ozon Werte von DEBW024 für die letzten 5 Jahre.",DEBW024,Ozon,Durchschnitt,Liste
"Erstelle mir eine Tabelle für den Durchschnitt der pm10 Werte von DEBW024 für die letzten 5 Jahre.",DEBW024,pm10,Durchschnitt,Tabelle
"Erstelle mir eine Liste für den Durchschnitt der pm10 Werte von DEBW024 für die letzten 5 Jahre.",DEBW024,pm10,Durchschnitt,Liste
"Erstelle mir eine Liste für den Durchschnitt der luqx Werte von Ludwigsburg für die letzten 5 Jahre.",Ludwigsburg,luqx,Durchschnitt,Liste
"Erstelle mir eine Tabelle für den Durchschnitt der Luftqualitätsindex Werte von Ludwigsburg für die letzten 5 Jahre.",Ludwigsburg,Luftqualitätsindex,Durchschnitt,Tabelle
"Erstelle mir eine Liste für den Durchschnitt der Luftqualitätsindex Werte von Ludwigsburg für die letzten 5 Jahre.",Ludwigsburg,Luftqualitätsindex,Durchschnitt,Liste
"Erstelle mir eine Tabelle für den Durchschnitt der no2 Werte von Ludwigsburg für die letzten 5 Jahre.",Ludwigsburg,no2,Durchschnitt,Tabelle
"Erstelle mir eine Liste für den Durchschnitt der no2 Werte von Ludwigsburg für die letzten 5 Jahre.",Ludwigsburg,no2,Durchschnitt,Liste
"Erstelle mir eine Tabelle für den Durchschnitt der Stickstoffdioxid Werte von Ludwigsburg für die letzten 5 Jahre.",Ludwigsburg,Stickstoffdioxid,Durchschnitt,Tabelle
"Erstelle mir eine Liste für den Durchschnitt der Stickstoffdioxid Werte von Ludwigsburg für die letzten 5 Jahre.",Ludwigsburg,Stickstoffdioxid,Durchschnitt,Liste
"Erstelle mir eine Tabelle für den Durchschnitt der o3 Werte von Ludwigsburg für die letzten 5 Jahre.",Ludwigsburg,o3,Durchschnitt,Tabelle
"Erstelle mir eine Tabelle für den Durchschnitt der Ozon Werte von Ludwigsburg für die letzten 5 Jahre.",Ludwigsburg,Ozon,Durchschnitt,Tabelle
"Erstelle mir eine Liste für den Durchschnitt der Ozon Werte von Ludwigsburg für die letzten 5 Jahre.",Ludwigsburg,Ozon,Durchschnitt,Liste
"Erstelle mir eine Liste für den Durchschnitt der pm10 Werte von Ludwigsburg für die letzten 5 Jahre.",Ludwigsburg,pm10,Durchschnitt,Liste
"Erstelle mir eine Tabelle für den Durchschnitt der Luftqualitätsindex Werte von DEBW241 für die letzten 5 Jahre.",DEBW241,Luftqualitätsindex,Durchschnitt,Tabelle
"Erstelle mir eine Tabelle für den Durchschnitt der Stickstoffdioxid Werte von DEBW241 für die letzten 5 Jahre.",DEBW241,Stickstoffdioxid,Durchschnitt,Tabelle
"Erstelle mir eine Liste für den Durchschnitt der Stickstoffdioxid Werte von DEBW241 für die letzten 5 Jahre.",DEBW241,Stickstoffdioxid,Durchschnitt,Liste
"Erstelle mir eine Liste für den Durchschnitt der o3 Werte von DEBW241 für die letzten 5 Jahre.",DEBW241,o3,Durchschnitt,Liste
"Erstelle mir eine Tabelle für den Durchschnitt der Ozon Werte von DEBW241 für die letzten 5 Jahre.",DEBW241,Ozon,Durchschnitt,Tabelle
"Erstelle mir eine Tabelle für den Durchschnitt der pm10 Werte von DEBW241 für die letzten 5 Jahre.",DEBW241,pm10,Durchschnitt,Tabelle
"Erstelle mir eine Liste für den Durchschnitt der pm10 Werte von DEBW241 für die letzten 5 Jahre.",DEBW241,pm10,Durchschnitt,Liste
"Erstelle mir eine Tabelle für den Durchschnitt der luqx Werte von Ludwigsburg Schlossstraße für die letzten 5 Jahre.",Ludwigsburg Schlossstraße,luqx,Durchschnitt,Tabelle
"Erstelle mir eine Liste für den Durchschnitt der Luftqualitätsindex Werte von Ludwigsburg Schlossstraße für die letzten 5 Jahre.",Ludwigsburg Schlossstraße,Luftqualitätsindex,Durchschnitt,Liste
"Erstelle mir eine Liste für den Durchschnitt der Stickstoffdioxid Werte von Ludwigsburg Schlossstraße für die letzten 5 Jahre.",Ludwigsburg Schlossstraße,Stickstoffdioxid,Durchschnitt,Liste
"Erstelle mir eine Liste für den Durchschnitt der o3 Werte von Ludwigsburg Schlossstraße für die letzten 5 Jahre.",Ludwigsburg Schlossstraße,o3,Durchschnitt,Liste
"Erstelle mir eine Tabelle für den Durchschnitt der Ozon Werte von Ludwigsburg Schlossstraße für die letzten 5 Jahre.",Ludwigsburg Schlossstraße,Ozon,Durchschnitt,Tabelle
"Erstelle mir eine Liste für den Durchschnitt der Ozon Werte von Ludwigsburg Schlossstraße für die letzten 5 Jahre.",Ludwigsburg Schlossstraße,Ozon,Durchschnitt,Liste
"Erstelle mir eine Tabelle für den Durchschnitt der pm10 Werte von Ludwigsburg Schlossstraße für die letzten 5 Jahre.",Ludwigsburg Schlossstraße,pm10,Durchschnitt,Tabelle
"Erstelle mir eine Liste für den Durchschnitt der pm10 Werte von Ludwigsburg Schlossstraße für die letzten 5 Jahre.",Ludwigsburg Schlossstraße,pm10,Durchschnitt,Liste
"Erstelle mir eine Tabelle für den Durchschnitt der pm25k Werte von Ludwigsburg Schlossstraße für die letzten 5 Jahre.",Ludwigsburg Schlossstraße,pm25k,Durchschnitt,Tabelle
"Erstelle mir eine Liste für den Durchschnitt der pm25k Werte von Ludwigsburg Schlossstraße für die letzten 5 Jahre.",Ludwigsburg Schlossstraße,pm25k,Durchschnitt,Liste
"Erstelle mir eine Liste für den Durchschnitt der luqx Werte von DEBW098 für die letzten 5 Jahre.",DEBW098,luqx,Durchschnitt,Liste
"Erstelle mir eine Tabelle für den Durchschnitt der Luftqualitätsindex Werte von DEBW098 für die letzten 5 Jahre.",DEBW098,Luftqualitätsindex,Durchschnitt,Tabelle
"Erstelle mir eine Liste für den Durchschnitt der Luftqualitätsindex Werte von DEBW098 für die letzten 5 Jahre.",DEBW098,Luftqualitätsindex,Durchschnitt,Liste
"Erstelle mir eine Tabelle für den Durchschnitt der no2 Werte von DEBW098 für die letzten 5 Jahre.",DEBW098,no2,Durchschnitt,Tabelle
"Erstelle mir eine Liste für den Durchschnitt der Stickstoffdioxid Werte von DEBW098 für die letzten 5 Jahre.",DEBW098,Stickstoffdioxid,Durchschnitt,Liste
"Erstelle mir eine Liste für den Durchschnitt der o3 Werte von DEBW098 für die letzten 5 Jahre.",DEBW098,o3,Durchschnitt,Liste
"Erstelle mir eine Liste für den Durchschnitt der Ozon Werte von DEBW098 für die letzten 5 Jahre.",DEBW098,Ozon,Durchschnitt,Liste
"Erstelle mir eine Liste für den Durchschnitt der pm10 Werte von DEBW098 für die letzten 5 Jahre.",DEBW098,pm10,Durchschnitt,Liste
"Erstelle mir eine Liste für den Durchschnitt der pm25k Werte von DEBW098 für die letzten 5 Jahre.",DEBW098,pm25k,Durchschnitt,Liste
"Erstelle mir eine Tabelle für den Durchschnitt der luqx Werte von Mannheim Friedrichsring für die letzten 5 Jahre.",Mannheim Friedrichsring,luqx,Durchschnitt,Tabelle
"Erstelle mir eine Liste für den Durchschnitt der luqx Werte von Mannheim Friedrichsring für die letzten 5 Jahre.",Mannheim Friedrichsring,luqx,Durchschnitt,Liste
"Erstelle mir eine Tabelle für den Durchschnitt der Luftqualitätsindex Werte von Mannheim Friedrichsring für die letzten 5 Jahre.",Mannheim Friedrichsring,Luftqualitätsindex,Durchschnitt,Tabelle
"Erstelle mir eine Tabelle für den Durchschnitt der Ozon Werte von Mannheim Friedrichsring für die letzten 5 Jahre.",Mannheim Friedrichsring,Ozon,Durchschnitt,Tabelle
"Erstelle mir eine Liste für den Durchschnitt der Ozon Werte von Mannheim Friedrichsring für die letzten 5 Jahre.",Mannheim Friedrichsring,Ozon,Durchschnitt,Liste
"Erstelle mir eine Tabelle für den Durchschnitt der pm10 Werte von Mannheim Friedrichsring für die letzten 5 Jahre.",Mannheim Friedrichsring,pm10,Durchschnitt,Tabelle
"Erstelle mir eine Tabelle für den Durchschnitt der pm25k Werte von Mannheim Friedrichsring für die letzten 5 Jahre.",Mannheim Friedrichsring,pm25k,Durchschnitt,Tabelle
"Erstelle mir eine Liste für den Durchschnitt der pm25k Werte von Mannheim Friedrichsring für die letzten 5 Jahre.",Mannheim Friedrichsring,pm25k,Durchschnitt,Liste
"Erstelle mir eine Tabelle für den Durchschnitt der luqx Werte von DEBW005 für die letzten 5 Jahre.",DEBW005,luqx,Durchschnitt,Tabelle
"Erstelle mir eine Tabelle für den Durchschnitt der no2 Werte von DEBW005 für die letzten 5 Jahre.",DEBW005,no2,Durchschnitt,Tabelle
"Erstelle mir eine Tabelle für den Durchschnitt der Stickstoffdioxid Werte von DEBW005 für die letzten 5 Jahre.",DEBW005,Stickstoffdioxid,Durchschnitt,Tabelle
"Erstelle mir eine Liste für den Durchschnitt der o3 Werte von DEBW005 für die letzten 5 Jahre.",DEBW005,o3,Durchschnitt,Liste
"Erstelle mir eine Tabelle für den Durchschnitt der Ozon Werte von DEBW005 für die letzten 5 Jahre.",DEBW005,Ozon,Durchschnitt,Tabelle
"Erstelle mir eine Liste für den Durchschnitt der Ozon Werte von DEBW005 für die letzten 5 Jahre.",DEBW005,Ozon,Durchschnitt,Liste
"Erstelle mir eine Liste für den Durchschnitt der pm10 Werte von DEBW005 für die letzten 5 Jahre.",DEBW005,pm10,Durchschnitt,Liste
"Erstelle mir eine Tabelle für den Durchschnitt der pm25k Werte von DEBW005 für die letzten 5 Jahre.",DEBW005,pm25k,Durchschnitt,Tabelle
"Erstelle mir eine Liste für den Durchschnitt der pm25k Werte von DEBW005 für die letzten 5 Jahre.",DEBW005,pm25k,Durchschnitt,Liste
"Erstelle mir eine Liste für den Durchschnitt der luqx Werte von Mannheim-Nord für die letzten 5 Jahre.",Mannheim-Nord,luqx,Durchschnitt,Liste
"Erstelle mir eine Tabelle für den Durchschnitt der Luftqualitätsindex Werte von Mannheim-Nord für die letzten 5 Jahre.",Mannheim-Nord,Luftqualitätsindex,Durchschnitt,Tabelle
"Erstelle mir eine Liste für den Durchschnitt der no2 Werte von Mannheim-Nord für die letzten 5 Jahre.",Mannheim-Nord,no2,Durchschnitt,Liste
"Erstelle mir eine Tabelle für den Durchschnitt der Stickstoffdioxid Werte von Mannheim-Nord für die letzten 5 Jahre.",Mannheim-Nord,Stickstoffdioxid,Durchschnitt,Tabelle
"Erstelle mir eine Tabelle für den Durchschnitt der o3 Werte von Mannheim-Nord für die letzten 5 Jahre.",Mannheim-Nord,o3,Durchschnitt,Tabelle
"Erstelle mir eine Liste für den Durchschnitt der o3 Werte von Mannheim-Nord für die letzten 5 Jahre.",Mannheim-Nord,o3,Durchschnitt,Liste
"Erstelle mir eine Tabelle für den Durchschnitt der pm10 Werte von Mannheim-Nord für die letzten 5 Jahre.",Mannheim-Nord,pm10,Durchschnitt,Tabelle
"Erstelle mir eine Tabelle für den Durchschnitt der pm25k Werte von Mannheim-Nord für die letzten 5 Jahre.",Mannheim-Nord,pm25k,Durchschnitt,Tabelle
"Erstelle mir eine Tabelle für den Durchschnitt der no2 Werte von DEBW073 für die letzten 5 Jahre.",DEBW073,no2,Durchschnitt,Tabelle
"Erstelle mir eine Liste für den Durchschnitt der Stickstoffdioxid Werte von DEBW073 für die letzten 5 Jahre.",DEBW073,Stickstoffdioxid,Durchschnitt,Liste
"Erstelle mir eine Tabelle für den Durchschnitt der Ozon Werte von DEBW073 für die letzten 5 Jahre.",DEBW073,Ozon,Durchschnitt,Tabelle
"Erstelle mir eine Liste für den Durchschnitt der Ozon Werte von DEBW073 für die letzten 5 Jahre.",DEBW073,Ozon,Durchschnitt,Liste
"Erstelle mir eine Liste für den Durchschnitt der pm10 Werte von DEBW073 für die letzten 5 Jahre.",DEBW073,pm10,Durchschnitt,Liste
"Erstelle mir eine Liste für den Durchschnitt der luqx Werte von Neuenburg für die letzten 5 Jahre.",Neuenburg,luqx,Durchschnitt,Liste
"Erstelle mir eine Tabelle für den Durchschnitt der Luftqualitätsindex Werte von Neuenburg für die letzten 5 Jahre.",Neuenburg,Luftqualitätsindex,Durchschnitt,Tabelle
"Erstelle mir eine Tabelle für den Durchschnitt der no2 Werte von Neuenburg für die letzten 5 Jahre.",Neuenburg,no2,Durchschnitt,Tabelle
"Erstelle mir eine Liste für den Durchschnitt der no2 Werte von Neuenburg für die letzten 5 Jahre.",Neuenburg,no2,Durchschnitt,Liste
"Erstelle mir eine Tabelle für den Durchschnitt der Ozon Werte von Neuenburg für die letzten 5 Jahre.",Neuenburg,Ozon,Durchschnitt,Tabelle
"Erstelle mir eine Liste für den Durchschnitt der Ozon Werte von Neuenburg für die letzten 5 Jahre.",Neuenburg,Ozon,Durchschnitt,Liste
"Erstelle mir eine Liste für den Durchschnitt der pm25k Werte von Neuenburg für die letzten 5 Jahre.",Neuenburg,pm25k,Durchschnitt,Liste
"Erstelle mir eine Tabelle für den Durchschnitt der luqx Werte von DEBW125 für die letzten 5 Jahre.",DEBW125,luqx,Durchschnitt,Tabelle
"Erstelle mir eine Tabelle für den Durchschnitt der no2 Werte von DEBW125 für die letzten 5 Jahre.",DEBW125,no2,Durchschnitt,Tabelle
"Erstelle mir eine Liste für den Durchschnitt der no2 Werte von DEBW125 für die letzten 5 Jahre.",DEBW125,no2,Durchschnitt,Liste
"Erstelle mir eine Tabelle für den Durchschnitt der o3 Werte von DEBW125 für die letzten 5 Jahre.",DEBW125,o3,Durchschnitt,Tabelle
"Erstelle mir eine Tabelle für den Durchschnitt der Ozon Werte von DEBW125 für die letzten 5 Jahre.",DEBW125,Ozon,Durchschnitt,Tabelle
"Erstelle mir eine Tabelle für den Durchschnitt der pm10 Werte von DEBW125 für die letzten 5 Jahre.",DEBW125,pm10,Durchschnitt,Tabelle
"Erstelle mir eine Liste für den Durchschnitt der pm25k Werte von DEBW125 für die letzten 5 Jahre.",DEBW125,pm25k,Durchschnitt,Liste
"Erstelle mir eine Liste für den Durchschnitt der luqx Werte von Pfinztal Karlsruher Straße für die letzten 5 Jahre.",Pfinztal Karlsruher Straße,luqx,Durchschnitt,Liste
"Erstelle mir eine Tabelle für den Durchschnitt der no2 Werte von Pfinztal Karlsruher Straße für die letzten 5 Jahre.",Pfinztal Karlsruher Straße,no2,Durchschnitt,Tabelle
"Erstelle mir eine Liste für den Durchschnitt der no2 Werte von Pfinztal Karlsruher Straße für die letzten 5 Jahre.",Pfinztal Karlsruher Straße,no2,Durchschnitt,Liste
"Erstelle mir eine Liste für den Durchschnitt der Stickstoffdioxid Werte von Pfinztal Karlsruher Straße für die letzten 5 Jahre.",Pfinztal Karlsruher Straße,Stickstoffdioxid,Durchschnitt,Liste
"Erstelle mir eine Liste für den Durchschnitt der o3 Werte von Pfinztal Karlsruher Straße für die letzten 5 Jahre.",Pfinztal Karlsruher Straße,o3,Durchschnitt,Liste
"Erstelle mir eine Liste für den Durchschnitt der pm10 Werte von Pfinztal Karlsruher Straße für die letzten 5 Jahre.",Pfinztal Karlsruher Straße,pm10,Durchschnitt,Liste
"Erstelle mir eine Liste für den Durchschnitt der pm25k Werte von Pfinztal Karlsruher Straße für die letzten 5 Jahre.",Pfinztal Karlsruher Straße,pm25k,Durchschnitt,Liste
"Erstelle mir eine Tabelle für den Durchschnitt der no2 Werte von DEBW033 für die letzten 5 Jahre.",DEBW033,no2,Durchschnitt,Tabelle
"Erstelle mir eine Tabelle für den Durchschnitt der Stickstoffdioxid Werte von DEBW033 für die letzten 5 Jahre.",DEBW033,Stickstoffdioxid,Durchschnitt,Tabelle
"Erstelle mir eine Liste für den Durchschnitt der Stickstoffdioxid Werte von DEBW033 für die letzten 5 Jahre.",DEBW033,Stickstoffdioxid,Durchschnitt,Liste
"Erstelle mir eine Liste für den Durchschnitt der pm10 Werte von DEBW033 für die letzten 5 Jahre.",DEBW033,pm10,Durchschnitt,Liste
"Erstelle mir eine Tabelle für den Durchschnitt der pm25k Werte von DEBW033 für die letzten 5 Jahre.",DEBW033,pm25k,Durchschnitt,Tabelle
"Erstelle mir eine Liste für den Durchschnitt der pm25k Werte von DEBW033 für die letzten 5 Jahre.",DEBW033,pm25k,Durchschnitt,Liste
"Erstelle mir eine Liste für den Durchschnitt der luqx Werte von Pforzheim für die letzten 5 Jahre.",Pforzheim,luqx,Durchschnitt,Liste
"Erstelle mir eine Tabelle für den Durchschnitt der no2 Werte von Pforzheim für die letzten 5 Jahre.",Pforzheim,no2,Durchschnitt,Tabelle
"Erstelle mir eine Tabelle für den Durchschnitt der Stickstoffdioxid Werte von Pforzheim für die letzten 5 Jahre.",Pforzheim,Stickstoffdioxid,Durchschnitt,Tabelle
"Erstelle mir eine Tabelle für den Durchschnitt der o3 Werte von Pforzheim für die letzten 5 Jahre.",Pforzheim,o3,Durchschnitt,Tabelle
"Erstelle mir eine Tabelle für den Durchschnitt der pm25k Werte von Pforzheim für die letzten 5 Jahre.",Pforzheim,pm25k,Durchschnitt,Tabelle
"Erstelle mir eine Tabelle für den Durchschnitt der Stickstoffdioxid Werte von DEBW027 für die letzten 5 Jahre.",DEBW027,Stickstoffdioxid,Durchschnitt,Tabelle
"Erstelle mir eine Liste für den Durchschnitt der Ozon Werte von DEBW027 für die letzten 5 Jahre.",DEBW027,Ozon,Durchschnitt,Liste
"Erstelle mir eine Tabelle für den Durchschnitt der pm10 Werte von DEBW027 für die letzten 5 Jahre.",DEBW027,pm10,Durchschnitt,Tabelle
